resp,numtexts,treatycommit,brave,evil,flag,threat,economy,treatyviolation,resp_id,text1,text2,text3,text_full
80,3,1,1,0,1,1,0,0,R_Xq6oaZsCIAYWbbH,Protesters have been targeted by brutal police tactics.,China's actions in Hong Kong follows decades of investing in its military.,Many protesters carry American flags to highlight the connection between their own problems and the complaints that sparked the American Revolution.,Protesters have been targeted by brutal police tactics. China's actions in Hong Kong follows decades of investing in its military. Many protesters carry American flags to highlight the connection between their own problems and the complaints that sparked the American Revolution.
80,3,0,0,1,1,0,0,1,R_3HMLZTUzgM6ooAV,Many protesters carry American flags to highlight the connection between their own problems and the complaints that sparked the American Revolution.,The protesters claim that recent Chinese actions violate the terms of the treaty that led Britain to return Hong Kong to China.,"China is a totalitarian country. Outside of Hong Kong, it does not allow for free speech, free press, or due process of the law.","Many protesters carry American flags to highlight the connection between their own problems and the complaints that sparked the American Revolution. The protesters claim that recent Chinese actions violate the terms of the treaty that led Britain to return Hong Kong to China. China is a totalitarian country. Outside of Hong Kong, it does not allow for free speech, free press, or due process of the law."
70,3,0,1,0,1,0,1,0,R_2pQ9DZ3tfePZj9m,Many protesters carry American flags to affirm their support for ideals that Americans hold dear.,China is interfering with a long tradition of independence for Hong Kong. Hong Kong has been governed separately from China for the past 150 years. It is admired around the world for its substantial economic freedom.,"Some protesters have been beaten, imprisoned, and tortured by the Chinese government, but the protesters put their lives on the line to save their freedom.","Many protesters carry American flags to affirm their support for ideals that Americans hold dear. China is interfering with a long tradition of independence for Hong Kong. Hong Kong has been governed separately from China for the past 150 years. It is admired around the world for its substantial economic freedom. Some protesters have been beaten, imprisoned, and tortured by the Chinese government, but the protesters put their lives on the line to save their freedom."
98,3,0,1,1,0,0,1,0,R_3QVsZ3AQQJlpj2b,"Some protesters have been beaten, imprisoned, and tortured by the Chinese government, but the protesters bravely put their lives on the line in the name of liberty.","Hong Kong's special status within China has protected freedom and the rule of law, enabling it to become one of the freest and most prosperous societies in the world.",China is a totalitarian country with a long history of mistreating its citizens. Scholars estimate that at least 18 million Chinese citizens have been killed as a result of its policies.,"Some protesters have been beaten, imprisoned, and tortured by the Chinese government, but the protesters bravely put their lives on the line in the name of liberty. Hong Kong's special status within China has protected freedom and the rule of law, enabling it to become one of the freest and most prosperous societies in the world. China is a totalitarian country with a long history of mistreating its citizens. Scholars estimate that at least 18 million Chinese citizens have been killed as a result of its policies."
93,3,1,1,0,0,0,1,1,R_2WTPxNvV2qaioBW,"China is interfering with a long tradition of independence for Hong Kong. Hong Kong has enjoyed self-government for many years, during which it became one of the richest cities in the world.","Some protesters have been beaten, imprisoned, and tortured by the Chinese government.","When China acquired Hong Kong from Britain in 1997, China promised not to interfere with Hong Kong's internal affairs for 50 years. Protesters argue that recent Chinese actions violate this agreement.","China is interfering with a long tradition of independence for Hong Kong. Hong Kong has enjoyed self-government for many years, during which it became one of the richest cities in the world. Some protesters have been beaten, imprisoned, and tortured by the Chinese government. When China acquired Hong Kong from Britain in 1997, China promised not to interfere with Hong Kong's internal affairs for 50 years. Protesters argue that recent Chinese actions violate this agreement."
76,3,0,0,1,0,1,0,1,R_1pyDA92SZbY5apl,"Outside of Hong Kong, China does not allow for free speech, free press, or due process of the law.","When China acquired Hong Kong from Britain in 1997, China promised not to interfere with Hong Kong's internal affairs for 50 years. Protesters argue that recent Chinese actions violate this treaty.",China's crackdown in Hong Kong follows decades of investing in its military.,"Outside of Hong Kong, China does not allow for free speech, free press, or due process of the law. When China acquired Hong Kong from Britain in 1997, China promised not to interfere with Hong Kong's internal affairs for 50 years. Protesters argue that recent Chinese actions violate this treaty. China's crackdown in Hong Kong follows decades of investing in its military."
96,2,1,1,0,0,0,0,0,R_1nTsTq3W8j1y5R0,"In 1992, Congress passed the Hong Kong Policy Act, which committed the United States to preserving Hong Kong's autonomy.","Some protesters have been beaten, imprisoned, and tortured by the Chinese government.",,"In 1992, Congress passed the Hong Kong Policy Act, which committed the United States to preserving Hong Kong's autonomy. Some protesters have been beaten, imprisoned, and tortured by the Chinese government. "
82,2,1,0,0,0,0,1,0,R_1KvhNo3ziIjzC72,"27 years ago, Congress passed the Hong Kong Policy Act, which commits the United States to preserving Hong Kong's autonomy.",China is interfering with a long tradition of independence for Hong Kong. Hong Kong has been governed separately from China for the past 150 years. It is considered the textbook example of a successful free-market economy.,,"27 years ago, Congress passed the Hong Kong Policy Act, which commits the United States to preserving Hong Kong's autonomy. China is interfering with a long tradition of independence for Hong Kong. Hong Kong has been governed separately from China for the past 150 years. It is considered the textbook example of a successful free-market economy. "
87,3,0,1,1,0,0,1,0,R_21jnR1hKOqVVosM,"China is a totalitarian country also accused of putting hundreds of thousands of Uyghurs, an ethnic minority from northwestern China, in internment camps.","The Hong Kong protesters risk of being beaten, imprisoned, or tortured by the Chinese government, but they protest anyway in order to protect their liberty.","China is interfering with a long tradition of independence for Hong Kong. Hong Kong has enjoyed self-government for many years, during which it became one of the richest cities in the world.","China is a totalitarian country also accused of putting hundreds of thousands of Uyghurs, an ethnic minority from northwestern China, in internment camps. The Hong Kong protesters risk of being beaten, imprisoned, or tortured by the Chinese government, but they protest anyway in order to protect their liberty. China is interfering with a long tradition of independence for Hong Kong. Hong Kong has enjoyed self-government for many years, during which it became one of the richest cities in the world."
96,2,1,0,0,0,0,1,0,R_Op1NcSiDj39iWnn,"Some time ago, Congress passed the Hong Kong Policy Act, which committed the United States to preserving Hong Kong's right to govern itself.",Hong Kong has enjoyed self-government for many years. Its residents enjoy greater economic freedom than virtually any other people in the world.,,"Some time ago, Congress passed the Hong Kong Policy Act, which committed the United States to preserving Hong Kong's right to govern itself. Hong Kong has enjoyed self-government for many years. Its residents enjoy greater economic freedom than virtually any other people in the world. "
84,2,1,0,0,0,0,0,1,R_3PRDOsWmV0H9zCW,"Some time ago, Congress passed the Hong Kong Policy Act, which enshrined America's commitment to preserving Hong Kong's special status.",Recent Chinese actions violate the terms of the agreement that led Britain to return Hong Kong to China.,,"Some time ago, Congress passed the Hong Kong Policy Act, which enshrined America's commitment to preserving Hong Kong's special status. Recent Chinese actions violate the terms of the agreement that led Britain to return Hong Kong to China. "
68,3,1,1,0,0,1,1,0,R_31LWRXwF2zxUOE1,"Hong Kong's special status within China has protected free enterprise and the rule of law, enabling it to become one of the freest and most prosperous societies in the world.","Some protesters have been beaten, imprisoned, and tortured by the Chinese government, but the protesters bravely put their lives on the line to defend their freedom.","China's actions in Hong Kong may foreshadow aggression towards other U.S. allies in the region, especially Taiwan.","Hong Kong's special status within China has protected free enterprise and the rule of law, enabling it to become one of the freest and most prosperous societies in the world. Some protesters have been beaten, imprisoned, and tortured by the Chinese government, but the protesters bravely put their lives on the line to defend their freedom. China's actions in Hong Kong may foreshadow aggression towards other U.S. allies in the region, especially Taiwan."
64,2,0,0,0,0,0,0,0,R_3qBUHVvqcsebyiG,"Hong Kong's special status within China has protected free enterprise and the rule of law, enabling it to become one of the freest and most prosperous societies in the world.",China's crackdown in Hong Kong follows decades of investing in its military.,,"Hong Kong's special status within China has protected free enterprise and the rule of law, enabling it to become one of the freest and most prosperous societies in the world. China's crackdown in Hong Kong follows decades of investing in its military. "
61,3,0,1,0,0,1,1,0,R_b3JxvGjuyNkKOad,"The Hong Kong protesters risk being beaten, imprisoned, or tortured by the Chinese government.",Hong Kong's special status within China has enabled it to become one of the freest and most prosperous societies in the world.,"China's actions in Hong Kong follow a decade long military buildup, in which China has sought to catch up to American military capabilities.","The Hong Kong protesters risk being beaten, imprisoned, or tortured by the Chinese government. Hong Kong's special status within China has enabled it to become one of the freest and most prosperous societies in the world. China's actions in Hong Kong follow a decade long military buildup, in which China has sought to catch up to American military capabilities."
80,3,1,1,0,0,0,0,1,R_2YeJ3msgRMYggnD,"Some time ago, Congress passed the Hong Kong Policy Act, which enshrined America's commitment to preserving Hong Kong's freedom.","The Hong Kong protesters face a serious risk of being beaten, imprisoned, or tortured by the Chinese government, but they bravely protest anyway in order to defend their liberty.","When Britain returned Hong Kong to China in 1997, China promised not to interfere with Hong Kong's internal affairs for 50 years. Protesters argue that recent Chinese actions violate this treaty.","Some time ago, Congress passed the Hong Kong Policy Act, which enshrined America's commitment to preserving Hong Kong's freedom. The Hong Kong protesters face a serious risk of being beaten, imprisoned, or tortured by the Chinese government, but they bravely protest anyway in order to defend their liberty. When Britain returned Hong Kong to China in 1997, China promised not to interfere with Hong Kong's internal affairs for 50 years. Protesters argue that recent Chinese actions violate this treaty."
100,2,1,0,0,0,1,0,0,R_21zWtkggWWOvfu5,China's crackdown in Hong Kong may foreshadow aggression towards other U.S. allies in the region.,"Some time ago, Congress passed a bill pledging to preserve Hong Kong's right to govern itself.",,"China's crackdown in Hong Kong may foreshadow aggression towards other U.S. allies in the region. Some time ago, Congress passed a bill pledging to preserve Hong Kong's right to govern itself. "
82,2,1,1,0,0,0,0,0,R_1ovxI18qlMwg5lY,"During George H.W. Bush's administration, Congress passed the Hong Kong Policy Act, which commits the United States to preserving Hong Kong's special status.","The Hong Kong protesters risk being beaten, imprisoned, or tortured by the Chinese government.",,"During George H.W. Bush's administration, Congress passed the Hong Kong Policy Act, which commits the United States to preserving Hong Kong's special status. The Hong Kong protesters risk being beaten, imprisoned, or tortured by the Chinese government. "
67,2,0,0,0,0,0,0,0,R_2di4ahA8W31dHM2,"The Hong Kong protesters face a serious risk of being beaten, imprisoned, or tortured by the Chinese government.",China is interfering with a long tradition of independence for Hong Kong. Hong Kong has enjoyed self-government for many years. Its residents enjoy greater economic freedom than virtually any other people in the world.,,"The Hong Kong protesters face a serious risk of being beaten, imprisoned, or tortured by the Chinese government. China is interfering with a long tradition of independence for Hong Kong. Hong Kong has enjoyed self-government for many years. Its residents enjoy greater economic freedom than virtually any other people in the world. "
70,3,0,1,0,1,1,0,0,R_2zOnsW9hAD5jRVk,"China's actions in Hong Kong follow a decade long military buildup, in which China has sought to catch up to American military capabilities.","The Hong Kong protesters face a serious risk of being beaten, imprisoned, or tortured by the Chinese government, but they bravely protest anyway in order to defend their liberty.",The protesters regularly wave American flags to affirm their support for ideals that Americans hold dear.,"China's actions in Hong Kong follow a decade long military buildup, in which China has sought to catch up to American military capabilities. The Hong Kong protesters face a serious risk of being beaten, imprisoned, or tortured by the Chinese government, but they bravely protest anyway in order to defend their liberty. The protesters regularly wave American flags to affirm their support for ideals that Americans hold dear."
60,3,1,1,0,0,1,0,1,R_1Lp9iL5hR1KUxRB,China is building a number of aircraft carriers so that its military can compete with the United States.,"Protesters have been targeted by brutal police tactics, which has led to bloodshed.","When China acquired Hong Kong from Britain in 1997, China promised not to interfere with Hong Kong's internal affairs for 50 years. Protesters argue that recent Chinese actions violate this agreement.","China is building a number of aircraft carriers so that its military can compete with the United States. Protesters have been targeted by brutal police tactics, which has led to bloodshed. When China acquired Hong Kong from Britain in 1997, China promised not to interfere with Hong Kong's internal affairs for 50 years. Protesters argue that recent Chinese actions violate this agreement."
79,3,1,1,0,1,1,0,0,R_2dDWLdd5P9FfaP9,Protesters have been targeted by brutal police tactics.,China's actions in Hong Kong follows decades of investing in its military.,The protesters regularly wave American flags because they wish to connect their own movement with the American Revolution.,Protesters have been targeted by brutal police tactics. China's actions in Hong Kong follows decades of investing in its military. The protesters regularly wave American flags because they wish to connect their own movement with the American Revolution.
0,3,1,0,1,0,0,1,0,R_2P7gbXZd5lGAeFm,China is interfering with a long tradition of independence for Hong Kong. Hong Kong has enjoyed self-government for many years. Its free-market economy is the envy of the world.,"China is a totalitarian country with a long history of mistreating its citizens, including the massacre of protestors at Tiananmen Square in 1989.","27 years ago, Congress passed a bill which enshrined America's commitment to preserving Hong Kong's autonomy.","China is interfering with a long tradition of independence for Hong Kong. Hong Kong has enjoyed self-government for many years. Its free-market economy is the envy of the world. China is a totalitarian country with a long history of mistreating its citizens, including the massacre of protestors at Tiananmen Square in 1989. 27 years ago, Congress passed a bill which enshrined America's commitment to preserving Hong Kong's autonomy."
50,2,1,0,0,0,1,0,0,R_1qTVAxLT7kbojv3,"China is building a large number of aircraft carriers, which, when completed, will make its military more competitive with the United States.","During George H.W. Bush's administration, Congress passed the Hong Kong Policy Act, which enshrined America's commitment to preserving Hong Kong's special status and its freedoms.",,"China is building a large number of aircraft carriers, which, when completed, will make its military more competitive with the United States. During George H.W. Bush's administration, Congress passed the Hong Kong Policy Act, which enshrined America's commitment to preserving Hong Kong's special status and its freedoms. "
84,2,0,0,0,0,0,0,0,R_3ps7ktYe0rpQbZN,Hong Kong's special status within China has enabled it to become one of the freest and most prosperous societies in the world.,China is a totalitarian country with a long history of mistreating its citizens. Scholars estimate that at least 18 million Chinese citizens have been killed as a result of its policies.,,Hong Kong's special status within China has enabled it to become one of the freest and most prosperous societies in the world. China is a totalitarian country with a long history of mistreating its citizens. Scholars estimate that at least 18 million Chinese citizens have been killed as a result of its policies. 
41,2,1,0,0,0,0,1,0,R_1mw9cWJKqtybOUm,"In 1992, Congress passed a bill pledging to preserve Hong Kong's autonomy.","Hong Kong's special status within China has protected freedom and the rule of law, enabling it to become one of the freest and most prosperous societies in the world.",,"In 1992, Congress passed a bill pledging to preserve Hong Kong's autonomy. Hong Kong's special status within China has protected freedom and the rule of law, enabling it to become one of the freest and most prosperous societies in the world. "
100,2,1,0,0,0,1,0,0,R_22tevse8JAZiJbr,"Some time ago, Congress passed the Hong Kong Policy Act, which enshrined America's commitment to preserving Hong Kong's right to govern itself.",China is building a number of aircraft carriers so that its military can compete with the United States.,,"Some time ago, Congress passed the Hong Kong Policy Act, which enshrined America's commitment to preserving Hong Kong's right to govern itself. China is building a number of aircraft carriers so that its military can compete with the United States. "
92,3,0,0,0,0,1,1,0,R_YPsfwNWkp85fxo5,Hong Kong has enjoyed self-government for many years. Its free-market economy is the envy of the world.,China's crackdown in Hong Kong follows decades of investing in its military.,"Some time ago, Congress passed the Hong Kong Policy Act, which enshrined America's commitment to preserving Hong Kong's right to govern itself.","Hong Kong has enjoyed self-government for many years. Its free-market economy is the envy of the world. China's crackdown in Hong Kong follows decades of investing in its military. Some time ago, Congress passed the Hong Kong Policy Act, which enshrined America's commitment to preserving Hong Kong's right to govern itself."
73,3,0,0,0,0,1,0,1,R_2abEaqJnTK3yrqO,"When Britain returned Hong Kong to China in 1997, China promised not to interfere with Hong Kong's internal affairs for 50 years. Protesters argue that recent Chinese actions violate this agreement.","Some time ago, Congress passed the Hong Kong Policy Act, which commits the United States to preserving Hong Kong's right to govern itself.",China's crackdown in Hong Kong follows a decades-long military buildup aimed at threatening the United States.,"When Britain returned Hong Kong to China in 1997, China promised not to interfere with Hong Kong's internal affairs for 50 years. Protesters argue that recent Chinese actions violate this agreement. Some time ago, Congress passed the Hong Kong Policy Act, which commits the United States to preserving Hong Kong's right to govern itself. China's crackdown in Hong Kong follows a decades-long military buildup aimed at threatening the United States."
100,3,1,1,1,1,0,0,0,R_1qdGZwnPvCStjn6,Many protesters carry American flags to affirm their commitment for ideals that Americans hold dear.,"China is an authoritarian country also accused of putting hundreds of thousands of Uyghurs, an ethnic minority from northwestern China, in internment camps.","The Hong Kong protesters face a serious risk of being beaten, imprisoned, or tortured by the Chinese government.","Many protesters carry American flags to affirm their commitment for ideals that Americans hold dear. China is an authoritarian country also accused of putting hundreds of thousands of Uyghurs, an ethnic minority from northwestern China, in internment camps. The Hong Kong protesters face a serious risk of being beaten, imprisoned, or tortured by the Chinese government."
100,3,1,1,0,0,0,0,1,R_3oKKaezdaxF8Uk5,The protesters claim that recent Chinese actions violate the terms of the treaty that led Britain to return Hong Kong to China.,"27 years ago, Congress passed the Hong Kong Policy Act, which commits the United States to preserving Hong Kong's special status and its freedoms.","Protesters have been targeted by brutal police tactics, which has led to bloodshed.","The protesters claim that recent Chinese actions violate the terms of the treaty that led Britain to return Hong Kong to China. 27 years ago, Congress passed the Hong Kong Policy Act, which commits the United States to preserving Hong Kong's special status and its freedoms. Protesters have been targeted by brutal police tactics, which has led to bloodshed."
50,2,1,0,1,0,0,0,0,R_3LcAx80kMLpN6OB,"27 years ago, Congress passed the Hong Kong Policy Act, which commits the United States to preserving Hong Kong's freedom.","China is a communist country also accused of putting hundreds of thousands of Uyghurs, an ethnic minority from northwestern China, in internment camps.",,"27 years ago, Congress passed the Hong Kong Policy Act, which commits the United States to preserving Hong Kong's freedom. China is a communist country also accused of putting hundreds of thousands of Uyghurs, an ethnic minority from northwestern China, in internment camps. "
70,2,0,0,0,0,0,0,0,R_2WwolNPHbL7VOlv,"China is a totalitarian country. Outside of Hong Kong, it does not allow for free speech, free press, or due process of the law.","When Britain ceded Hong Kong to China in 1997, China promised not to interfere with Hong Kong's internal affairs for 50 years. Protesters argue that recent Chinese actions violate this treaty.",,"China is a totalitarian country. Outside of Hong Kong, it does not allow for free speech, free press, or due process of the law. When Britain ceded Hong Kong to China in 1997, China promised not to interfere with Hong Kong's internal affairs for 50 years. Protesters argue that recent Chinese actions violate this treaty. "
50,2,0,0,0,0,0,0,0,R_1Q3eHG03kpbeUHY,Many protesters carry American flags because they wish to connect their own movement with the American Revolution.,"Human rights groups have also accused China of putting hundreds of thousands of Uyghurs, an ethnic minority from northestern China, in internment camps.",,"Many protesters carry American flags because they wish to connect their own movement with the American Revolution. Human rights groups have also accused China of putting hundreds of thousands of Uyghurs, an ethnic minority from northestern China, in internment camps. "
21,3,0,0,1,0,0,0,1,R_27Phlb7B7tnDm8E,"27 years ago, Congress passed a bill pledging to preserve Hong Kong's freedom.","China is a totalitarian country with a long history of mistreating its citizens, including the massacre of protestors at Tiananmen Square in 1989.",Chinese actions violate the terms of the treaty that led Britain to return Hong Kong to China.,"27 years ago, Congress passed a bill pledging to preserve Hong Kong's freedom. China is a totalitarian country with a long history of mistreating its citizens, including the massacre of protestors at Tiananmen Square in 1989. Chinese actions violate the terms of the treaty that led Britain to return Hong Kong to China."
52,3,0,0,0,1,1,1,0,R_2DM1Gp6jwB2DnGg,Many protesters carry American flags to appeal for American help.,China's crackdown in Hong Kong follows a decades-long military buildup.,Hong Kong has enjoyed self-government for many years. Its free-market economy is the envy of the world.,Many protesters carry American flags to appeal for American help. China's crackdown in Hong Kong follows a decades-long military buildup. Hong Kong has enjoyed self-government for many years. Its free-market economy is the envy of the world.
50,3,0,0,1,0,1,1,0,R_2TC8OSIexdkRm2P,China's crackdown in Hong Kong may foreshadow aggression towards other U.S. allies in the region.,"China is a totalitarian country with a long history of mistreating its citizens, including the massacre of protestors at Tiananmen Square in 1989.",Hong Kong has been governed separately from China for the past 150 years. It is admired around the world for its substantial economic freedom.,"China's crackdown in Hong Kong may foreshadow aggression towards other U.S. allies in the region. China is a totalitarian country with a long history of mistreating its citizens, including the massacre of protestors at Tiananmen Square in 1989. Hong Kong has been governed separately from China for the past 150 years. It is admired around the world for its substantial economic freedom."
100,2,0,0,0,0,0,0,0,R_1LHxnGJdMUopLBY,"For the past 20 years, China has bought advanced military hardware from Russia.",The protesters claim that China's actions violate the terms of the treaty that led Britain to return Hong Kong to China.,,"For the past 20 years, China has bought advanced military hardware from Russia. The protesters claim that China's actions violate the terms of the treaty that led Britain to return Hong Kong to China. "
0,3,1,0,0,1,0,1,0,R_2qCxOU44xR7I9XW,"During George H.W. Bush's administration, Congress passed a bill pledging to preserve Hong Kong's autonomy.",The protesters regularly wave American flags because the flag is a symbol for freedom everywhere.,China is interfering with a long tradition of independence for Hong Kong. Hong Kong has been governed separately from China for the past 150 years. It is admired around the world for its substantial economic freedom.,"During George H.W. Bush's administration, Congress passed a bill pledging to preserve Hong Kong's autonomy. The protesters regularly wave American flags because the flag is a symbol for freedom everywhere. China is interfering with a long tradition of independence for Hong Kong. Hong Kong has been governed separately from China for the past 150 years. It is admired around the world for its substantial economic freedom."
100,3,1,1,0,1,1,0,0,R_2CIz4pcMJMTeJV1,China's crackdown in Hong Kong may foreshadow aggression towards other U.S. allies in the region.,Protesters have been targeted by brutal police tactics.,The protesters regularly wave American flags to highlight the connection between their own problems and the complaints that sparked the American Revolution.,China's crackdown in Hong Kong may foreshadow aggression towards other U.S. allies in the region. Protesters have been targeted by brutal police tactics. The protesters regularly wave American flags to highlight the connection between their own problems and the complaints that sparked the American Revolution.
50,3,1,1,0,0,1,1,0,R_3J2UyjXxkyXA9LQ,"China's crackdown in Hong Kong follows a decade long military buildup, in which China has sought to catch up to American military capabilities.","Protesters have been targeted by brutal police tactics, which has led to bloodshed.",China is interfering with a long tradition of independence for Hong Kong. Hong Kong has enjoyed self-government for many years. Its free-market economy is the envy of the world.,"China's crackdown in Hong Kong follows a decade long military buildup, in which China has sought to catch up to American military capabilities. Protesters have been targeted by brutal police tactics, which has led to bloodshed. China is interfering with a long tradition of independence for Hong Kong. Hong Kong has enjoyed self-government for many years. Its free-market economy is the envy of the world."
80,3,1,1,0,1,0,0,0,R_2YxemRg2nWSEirV,The protesters regularly wave American flags to appeal for American help.,"During George H.W. Bush's administration, Congress passed a bill which enshrined America's commitment to preserving Hong Kong's special status.","The Hong Kong protesters risk of being beaten, imprisoned, or tortured by the Chinese government, but they protest anyway because they want to be free.","The protesters regularly wave American flags to appeal for American help. During George H.W. Bush's administration, Congress passed a bill which enshrined America's commitment to preserving Hong Kong's special status. The Hong Kong protesters risk of being beaten, imprisoned, or tortured by the Chinese government, but they protest anyway because they want to be free."
74,2,0,0,0,0,0,0,0,R_tJsdkVWHMtCuL5L,"The protesters claim that recent Chinese actions violate the Sino-British Joint Declaration on Hong Kong, in which China promised not to interfere with Hong Kong's internal affairs.",Hong Kong has been governed separately from China for the past 150 years. It is considered the textbook example of a successful free-market economy.,,"The protesters claim that recent Chinese actions violate the Sino-British Joint Declaration on Hong Kong, in which China promised not to interfere with Hong Kong's internal affairs. Hong Kong has been governed separately from China for the past 150 years. It is considered the textbook example of a successful free-market economy. "
100,2,0,0,0,0,0,0,0,R_3BHt5DDNOnOry6d,The protesters claim that China's actions violate the terms of the agreement that led Britain to return Hong Kong to China.,China's crackdown in Hong Kong follows decades of investing in its military so that it can better compete with the United States.,,The protesters claim that China's actions violate the terms of the agreement that led Britain to return Hong Kong to China. China's crackdown in Hong Kong follows decades of investing in its military so that it can better compete with the United States. 
100,2,0,0,0,0,0,0,0,R_3m4z0fXMYFiMFje,"Hong Kong's special status within China has protected freedom and the rule of law, enabling it to become one of the freest and most prosperous societies in the world.","The Hong Kong protesters face a serious risk of being beaten, imprisoned, or tortured by the Chinese government, but they bravely protest anyway because they want to be free.",,"Hong Kong's special status within China has protected freedom and the rule of law, enabling it to become one of the freest and most prosperous societies in the world. The Hong Kong protesters face a serious risk of being beaten, imprisoned, or tortured by the Chinese government, but they bravely protest anyway because they want to be free. "
70,2,1,0,0,0,1,0,0,R_1rJHnToeS7mxJsd,"Some time ago, Congress passed a bill pledging to preserve Hong Kong's right to govern itself.",China's actions in Hong Kong follow a decades-long military buildup aimed at threatening the United States.,,"Some time ago, Congress passed a bill pledging to preserve Hong Kong's right to govern itself. China's actions in Hong Kong follow a decades-long military buildup aimed at threatening the United States. "
